Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
KETOCONAZOLE ,KETOCONAZOLE ,189596,1884619,1976559.3,60884353.10,929083,  ,1411643,1488993.6,46201938.38,  ,737110,N ,N ,N ,N 
KETOPROFEN ,KETOPROFEN ,9933,34474,42332.5,11394837.13,15835,  ,24257,31132.7,7390852.65,  ,11271,N ,N ,N ,N 
KETOROLAC TROMETHAMINE ,KETOROLAC TROMETHAMINE ,72812,972641,1049438.1,26298582.63,569679,  ,861426,932740.3,23676403.30,  ,506358,N ,N ,Y ,N 
KEVEYIS ,DICHLORPHENAMIDE ,,12,12,141264.89,,* ,,,,* ,,N ,N ,N ,N 
KEYTRUDA ,PEMBROLIZUMAB ,34,220,220.4,2246991.34,44,  ,174,174.4,1730066.94,# ,,N ,N ,N ,N 
KHEDEZLA ,DESVENLAFAXINE ,121,329,393,121840.39,127,  ,162,214,65115.75,  ,62,N ,N ,N ,N 
KIMIDESS ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,25,67,76.2,2187.68,25,  ,,,0.00,  ,,N ,N ,N ,N 
KINERET ,ANAKINRA ,402,2336,2576.5,8767048.38,398,  ,1213,1365.2,4326291.39,  ,202,N ,N ,N ,N 
KINRIX ,"DIPH,PERTUS(ACEL),TET,POLIO/PF ",21,24,24,1510.56,23,# ,,,,# ,,N ,N ,N ,N 
KIONEX ,SODIUM POLYSTYRENE SULFONATE ,29550,98900,105702.3,5800407.94,54641,  ,79264,85030,4560207.10,  ,43527,N ,N ,N ,N 
KLARON ,SULFACETAMIDE SODIUM ,79,105,108,29441.91,78,  ,71,74,20523.80,  ,58,N ,N ,N ,N 
KLONOPIN ,CLONAZEPAM ,2509,10623,12639.8,2222124.67,2122,  ,6184,7722.9,1226123.68,  ,1329,N ,N ,N ,N 
KLOR-CON ,POTASSIUM CHLORIDE ,16962,41824,66754.1,11189068.21,18036,  ,35894,58929.3,9698546.13,  ,15401,N ,N ,N ,N 
KLOR-CON 10 ,POTASSIUM CHLORIDE ,99940,604651,992629.2,16910367.26,190690,  ,526511,884002.4,14856407.84,  ,166657,N ,N ,N ,N 
KLOR-CON 8 ,POTASSIUM CHLORIDE ,34632,206565,342395.3,6636665.52,58063,  ,180453,306895.1,5958584.44,  ,51075,N ,N ,N ,N 
KLOR-CON M10 ,POTASSIUM CHLORIDE ,116235,953912,1446586.3,22400807.00,256308,  ,840869,1296682.8,19923500.13,  ,225755,N ,N ,N ,N 
KLOR-CON M15 ,POTASSIUM CHLORIDE ,2433,8319,12468.5,436557.60,2364,  ,6829,10637.3,362977.18,  ,1976,N ,N ,N ,N 
KLOR-CON M20 ,POTASSIUM CHLORIDE ,206133,2464366,3816219.3,60380125.84,643882,  ,2095483,3320325.5,51981602.85,  ,550614,N ,N ,N ,N 
KLOR-CON SPRINKLE ,POTASSIUM CHLORIDE ,630,1281,1530,45317.06,846,  ,985,1199.9,35074.03,  ,656,N ,N ,N ,N 
KLOR-CON-EF ,POTASSIUM BICARBONATE/CIT AC ,2246,5969,10021.4,289009.07,2252,  ,5391,9192.1,258781.83,  ,2007,N ,N ,N ,N 
KOMBIGLYZE XR ,SAXAGLIPTIN HCL/METFORMIN HCL ,22124,171101,245114.2,75105934.48,32466,  ,142727,208370.5,63521726.71,  ,27153,N ,N ,N ,N 
KORLYM ,MIFEPRISTONE ,96,651,653,11444014.28,115,  ,331,331,5011592.45,  ,62,N ,N ,N ,N 
KRISTALOSE ,LACTULOSE ,5918,17603,21345.2,6469215.25,6933,  ,12209,15180.3,4315057.74,  ,5017,N ,N ,N ,N 
KURVELO ,LEVONORGESTREL-ETHIN ESTRADIOL ,320,1395,1732,16897.21,265,* ,,,,* ,,N ,N ,N ,N 
KUVAN ,SAPROPTERIN DIHYDROCHLORIDE ,97,1309,1331,18487423.86,142,  ,54,54,544556.37,* ,,N ,N ,N ,N 
KYNAMRO ,MIPOMERSEN SODIUM ,28,185,189.4,4014038.72,35,  ,113,114.8,2462576.41,  ,23,N ,N ,N ,N 
L-METHYL-B6-B12 ,MECOBAL/LEVOMEFOLAT CA/B6 PHOS ,,11,14,926.88,,  ,11,14,926.88,* ,,N ,N ,N ,N 
L-METHYLFOLATE ,LEVOMEFOLATE CALCIUM ,,16,18,1065.40,,* ,,,,* ,,N ,N ,N ,N 
L-METHYLFOLATE CALCIUM ,LEVOMEFOLATE CALCIUM ,,13,13,974.86,,# ,,,,# ,,N ,N ,N ,N 
LABETALOL HCL ,LABETALOL HCL ,136917,1314767,2048753.3,60303876.57,242999,  ,1035348,1682892.4,47371126.24,  ,192042,N ,N ,N ,N 
LAC-HYDRIN ,AMMONIUM LACTATE ,133,197,205.5,7205.91,140,  ,149,155.5,5390.40,  ,108,N ,N ,N ,N 
LACLOTION ,AMMONIUM LACTATE ,955,2622,2661.6,40539.73,1504,  ,2131,2166.5,32775.22,  ,1217,N ,N ,N ,N 
LACRISERT ,HYDROXYPROPYL CELLULOSE ,1442,5587,7261.8,3213186.16,1709,  ,4801,6351.8,2788820.36,  ,1452,N ,N ,N ,N 
LACTATED RINGERS ,"RINGERS SOLUTION,LACTATED ",972,4953,4971,144625.01,1540,  ,2601,2619,68587.38,  ,1209,N ,N ,N ,N 
LACTULOSE ,LACTULOSE ,166002,1590770,1679497.4,28127148.78,449832,  ,1101601,1168793.1,18575458.85,  ,330257,N ,N ,N ,N 
LAMICTAL ,LAMOTRIGINE ,7528,79552,97959.7,85047465.84,8882,  ,17629,24395.7,17680869.71,  ,2429,N ,N ,N ,N 
LAMICTAL (BLUE) ,LAMOTRIGINE ,82,84,86.3,27594.26,82,  ,20,20.5,6430.43,  ,18,N ,N ,N ,N 
LAMICTAL (GREEN) ,LAMOTRIGINE ,122,131,135.3,117639.28,126,  ,35,36.5,32027.95,  ,35,N ,N ,N ,N 
LAMICTAL (ORANGE) ,LAMOTRIGINE ,555,686,714.9,307232.18,665,  ,220,227.4,96926.77,  ,216,N ,N ,N ,N 
LAMICTAL ODT ,LAMOTRIGINE ,1902,9371,10587.7,6414071.71,1859,  ,2432,2909.1,1398838.39,  ,566,N ,N ,N ,N 
LAMICTAL ODT (ORANGE) ,LAMOTRIGINE ,115,126,130.6,53913.42,120,  ,33,34,14320.06,  ,33,N ,N ,N ,N 
LAMICTAL XR ,LAMOTRIGINE ,2277,23656,29560.9,32930220.44,2723,  ,6120,8774,7712553.70,  ,844,N ,N ,N ,N 
LAMICTAL XR (ORANGE) ,LAMOTRIGINE ,39,46,48.8,17999.65,42,  ,23,24.5,9222.19,  ,22,N ,N ,N ,N 
LAMISIL ,TERBINAFINE HCL ,168,253,317.1,165113.84,171,  ,202,251.7,128696.19,  ,140,N ,N ,N ,N 
LAMIVUDINE ,LAMIVUDINE ,6710,76339,86757.1,17581848.44,10752,  ,29016,34768,6776516.15,  ,4218,N ,N ,N ,N 
LAMIVUDINE HBV ,LAMIVUDINE ,3021,18543,23666.6,6983651.08,3163,  ,9261,12775.4,3869922.15,  ,1612,N ,N ,N ,N 
LAMIVUDINE-ZIDOVUDINE ,LAMIVUDINE/ZIDOVUDINE ,4593,51578,56283.5,26920514.85,6435,  ,16972,19660.9,9398667.14,  ,2196,N ,N ,N ,N 
LAMOTRIGINE ,LAMOTRIGINE ,155094,3359115,4172856.1,43158988.80,450465,  ,1076401,1500178.4,15803890.67,  ,159417,N ,N ,N ,N 
LAMOTRIGINE ER ,LAMOTRIGINE ,10674,72528,90190,39687302.99,12241,  ,23039,31913.4,12024597.94,  ,4348,N ,N ,N ,N 
LAMOTRIGINE ODT ,LAMOTRIGINE ,2087,6283,7383.7,3208998.90,2013,  ,1826,2320.1,914981.75,  ,654,N ,N ,N ,N 
LANOXIN ,DIGOXIN ,8822,47380,68173.5,6761439.94,9443,  ,43882,63617.5,6334599.37,  ,8754,N ,N ,Y ,N 
LANSOPRAZOL-AMOXICIL-CLARITHRO ,LANSOPRAZOLE/AMOXICILN/CLARITH ,7019,10158,10264.1,5277093.26,9909,  ,7964,8041,4173087.93,  ,7781,N ,N ,N ,N 
LANSOPRAZOLE ,LANSOPRAZOLE ,170978,1838044,2970231,104215157.48,414805,  ,1480573,2490169.8,85670004.78,  ,340855,N ,N ,N ,N 
LANTUS ,"INSULIN GLARGINE,HUM.REC.ANLOG ",221406,3993128,5097980.4,1875927112.20,733809,  ,3027380,3896368.9,1372191072.00,  ,549407,N ,N ,N ,N 
LANTUS SOLOSTAR ,"INSULIN GLARGINE,HUM.REC.ANLOG ",235288,4861030,7579773.2,2483005218.70,1041239,  ,3638521,5823071.4,1809513275.30,  ,787001,N ,N ,N ,N 
LARIN ,NORETHINDRONE AC-ETH ESTRADIOL ,152,592,712.9,14215.34,141,* ,,,,* ,,N ,N ,N ,N 
LARIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,1010,4112,5005.8,88467.68,932,  ,20,20,328.52,* ,,N ,N ,N ,N 
LASIX ,FUROSEMIDE ,7531,26218,41698.1,1287336.04,7188,  ,23865,38332,1164194.66,  ,6544,N ,N ,N ,N 
LASTACAFT ,ALCAFTADINE ,10192,39436,43067.2,6881368.43,18310,  ,33607,36876.1,5886027.87,  ,16194,N ,N ,N ,N 
LATANOPROST ,LATANOPROST ,138786,7457719,10263827.7,110793416.40,1406992,  ,7014828,9727169.9,104723436.49,  ,1321718,N ,N ,N ,N 
LATISSE ,BIMATOPROST ,11,22,32,2777.32,11,# ,,,,# ,,N ,N ,N ,N 
LATUDA ,LURASIDONE HCL ,40985,649604,678681.3,586023710.25,101319,  ,105325,111716,81665645.64,  ,15633,N ,N ,N ,Y 
LAYOLIS FE ,NORETH-ETHINYL ESTRADIOL/IRON ,34,83,107.5,9859.28,30,  ,,,0.00,  ,,N ,N ,N ,N 
LAZANDA ,FENTANYL CITRATE ,118,496,499.5,5858272.64,156,  ,193,196.3,2320060.28,  ,80,Y ,N ,N ,N 
LEENA ,NORETHINDRONE-ETHINYL ESTRAD ,88,383,513.4,12284.36,74,* ,,,,* ,,N ,N ,N ,N 
LEFLUNOMIDE ,LEFLUNOMIDE ,20643,413010,601509,45275627.34,83928,  ,305855,460539.1,34569473.44,  ,62317,N ,N ,N ,N 
LEMTRADA ,ALEMTUZUMAB ,21,48,73,4349084.04,41,* ,,,,* ,,N ,N ,N ,N 
LENVIMA ,LENVATINIB MESYLATE ,400,1876,1882.4,25618405.67,512,  ,1560,1566.4,21303891.42,  ,421,N ,N ,N ,N 
LESCOL ,FLUVASTATIN SODIUM ,507,1972,3210.8,520177.81,450,  ,1881,3090.8,497437.23,  ,434,N ,N ,N ,N 
LESCOL XL ,FLUVASTATIN SODIUM ,7137,31419,55672.5,11992781.24,7702,  ,30147,53770.9,11570140.77,  ,7390,N ,N ,N ,N 
LESSINA ,LEVONORGESTREL-ETHIN ESTRADIOL ,394,1609,2085,33781.47,356,  ,12,12,164.16,* ,,N ,N ,N ,N 
LETAIRIS ,AMBRISENTAN ,2531,60481,61147.1,463065370.63,7145,  ,38211,38730.3,293379513.35,  ,4562,N ,N ,N ,N 
LETROZOLE ,LETROZOLE ,31147,541961,904075.4,12467979.88,107097,  ,490606,829997.6,11457474.62,  ,97027,N ,N ,N ,N 
LEUCOVORIN CALCIUM ,LEUCOVORIN CALCIUM ,6916,87508,137332.6,3522588.27,19111,  ,67992,110993.9,2297032.02,  ,14937,N ,N ,N ,N 
LEUKERAN ,CHLORAMBUCIL ,3072,14417,15909.9,6913805.82,4021,  ,13937,15393.6,6582323.41,  ,3901,N ,N ,N ,N 
LEUKINE ,SARGRAMOSTIM ,146,1609,1700.8,8847713.10,336,  ,1495,1586.8,7892714.89,  ,299,N ,N ,N ,N 
LEUPROLIDE ACETATE ,LEUPROLIDE ACETATE ,29,103,115.1,44744.32,33,  ,44,51.7,17215.90,  ,11,N ,N ,N ,N 
LEVALBUTEROL CONCENTRATE ,LEVALBUTEROL HCL ,220,587,594,126346.57,233,  ,481,486,102609.94,  ,196,N ,N ,N ,N 
LEVALBUTEROL HCL ,LEVALBUTEROL HCL ,8603,44166,45302.2,6030226.82,11581,  ,38239,39289.7,5097089.10,  ,10225,N ,N ,N ,N 
LEVAQUIN ,LEVOFLOXACIN ,1784,2576,2600,768108.85,1628,  ,2116,2125,590608.70,  ,1387,N ,Y ,N ,N 
LEVAQUIN ,LEVOFLOXACIN/D5W ,132,192,192,13874.89,146,  ,167,167,12645.75,  ,129,N ,Y ,N ,N 
LEVEMIR ,INSULIN DETEMIR ,109408,1142766,1371776.6,536740321.74,221821,  ,831940,996133,366601089.14,  ,157333,N ,N ,N ,N 
LEVEMIR FLEXPEN ,INSULIN DETEMIR ,11611,27435,36155.7,10339947.94,13601,  ,19695,26605.9,7172509.07,  ,9962,N ,N ,N ,N 
LEVEMIR FLEXTOUCH ,INSULIN DETEMIR ,159977,2328211,3485805.6,1256939918.40,497358,  ,1721007,2633019.8,897038080.48,  ,368798,N ,N ,N ,N 
LEVETIRACETAM ,LEVETIRACETAM ,220669,3685606,4595603.9,103897512.71,538657,  ,2140614,2773740.7,56332307.06,  ,336735,N ,N ,N ,N 
LEVETIRACETAM ER ,LEVETIRACETAM ,13553,106541,145430.7,8672929.61,19471,  ,57589,84710.2,3965489.22,  ,11374,N ,N ,N ,N 
LEVETIRACETAM-NACL ,LEVETIRACETAM IN NACL (ISO-OS) ,22,79,79.1,24916.83,21,  ,31,31,9018.97,# ,,N ,N ,N ,N 
LEVITRA ,VARDENAFIL HCL ,984,7775,7948.8,1111799.93,1725,  ,7052,7220.5,1011908.65,  ,1556,N ,N ,N ,N 
LEVOBUNOLOL HCL ,LEVOBUNOLOL HCL ,13713,133280,228615.5,2644881.88,32657,  ,127784,220566.4,2548302.19,  ,31416,N ,N ,N ,N 
LEVOCARNITINE ,LEVOCARNITINE ,3908,37201,41533.4,2772366.54,5007,  ,9772,11884.9,733896.78,  ,1687,N ,N ,N ,N 
LEVOCARNITINE ,LEVOCARNITINE (WITH SUGAR) ,1020,7371,7820.4,625563.96,904,  ,1288,1349,85579.16,  ,193,N ,N ,N ,N 
LEVOCETIRIZINE DIHYDROCHLORIDE ,LEVOCETIRIZINE DIHYDROCHLORIDE ,88281,1026991,1432018.4,24093688.30,301259,  ,752291,1078105.9,17588005.91,  ,232996,N ,N ,N ,N 
LEVOFLOXACIN ,LEVOFLOXACIN ,458838,4774202,4784069.6,54887416.34,3379778,  ,3878018,3886013.4,45185766.22,  ,2771196,N ,Y ,N ,N 
LEVOFLOXACIN-D5W ,LEVOFLOXACIN/D5W ,5997,17912,18003.1,902656.18,9523,  ,14333,14417.5,688773.07,  ,7999,N ,Y ,N ,N 
LEVONEST ,LEVONORGESTREL-ETHIN ESTRADIOL ,283,1658,1919.9,34847.61,252,  ,14,14,274.12,* ,,N ,N ,N ,N 
LITE TOUCH ,"PEN NEEDLE, DIABETIC ",4080,10614,20868.8,753510.96,4577,  ,6401,12472.2,419430.40,  ,2767,N ,N ,N ,N 
LEVONORG-ETH ESTRAD ETH ESTRAD ,L-NORGEST/E.ESTRADION-E.ESTRAD ,164,357,1080.1,63338.16,157,  ,,,0.00,  ,,N ,N ,N ,N 
LEVONORGESTREL ,LEVONORGESTREL ,40,44,44,1310.81,37,  ,,,0.00,  ,,N ,N ,N ,N 
LEVONORGESTREL-ETH ESTRADIOL ,LEVONORGESTREL-ETHIN ESTRADIOL ,2583,8316,14934.5,338619.99,2401,  ,40,61.3,844.35,  ,17,N ,N ,N ,N 
LEVORA-28 ,LEVONORGESTREL-ETHIN ESTRADIOL ,1804,7861,12329.6,212645.93,1598,  ,41,62.6,1251.15,* ,,N ,N ,N ,N 
LEVORPHANOL TARTRATE ,LEVORPHANOL TARTRATE ,422,3908,3961.2,2341970.29,702,  ,1790,1828.2,790280.79,  ,317,Y ,N ,N ,N 
LEVOTHYROXINE SODIUM ,LEVOTHYROXINE SODIUM ,426548,39431931,69124546.4,777678969.26,6639514,  ,33400365,60457437.6,672766694.15,  ,5771456,N ,N ,N ,N 
LEVOXYL ,LEVOTHYROXINE SODIUM ,23728,147018,316390.8,4372336.72,37483,  ,131469,291971.4,4000516.99,  ,34136,N ,N ,N ,N 
LEVSIN ,HYOSCYAMINE SULFATE ,133,209,285,44030.17,128,  ,160,228.1,34045.07,  ,102,N ,N ,N ,N 
LEVSIN-SL ,HYOSCYAMINE SULFATE ,171,268,351.8,47603.60,171,  ,166,229.8,29862.76,  ,109,N ,N ,N ,N 
LEVULAN ,AMINOLEVULINIC ACID HCL ,167,346,381.3,138824.90,314,  ,323,353.2,129427.99,  ,294,N ,N ,N ,N 
LEXAPRO ,ESCITALOPRAM OXALATE ,12975,66396,94419.1,22181065.92,12183,  ,47142,70762.4,16025940.91,  ,9219,N ,N ,N ,N 
LEXIVA ,FOSAMPRENAVIR CALCIUM ,2458,27079,28639.6,34306513.16,3200,  ,7120,7770.6,9504520.71,  ,850,N ,N ,N ,N 
LIALDA ,MESALAMINE ,23733,217528,308136.2,168945664.32,46609,  ,181765,264485.1,142498344.95,  ,39659,N ,N ,N ,N 
LIDOCAINE ,LIDOCAINE ,179227,1375953,1460170,426383497.28,526729,  ,1016850,1078251.5,301239977.77,  ,393633,N ,N ,N ,N 
LIDOCAINE HCL ,LIDOCAINE HCL ,82316,368148,373674.6,5729530.37,207272,  ,288934,292934.2,4086774.39,  ,168642,N ,N ,N ,N 
LIDOCAINE HCL ,LIDOCAINE HCL/PF ,5306,15709,15808.3,166996.32,11735,  ,13644,13706.1,124261.89,  ,10304,N ,N ,N ,N 
LIDOCAINE HCL VISCOUS ,LIDOCAINE HCL ,109018,272001,274070.6,2477426.84,178561,  ,191172,192711.5,1807208.92,  ,127190,N ,N ,N ,N 
LIDOCAINE HCL-EPINEPHRINE ,LIDOCAINE HCL/EPINEPHRINE ,128,205,205,1339.48,177,  ,178,178,1231.05,  ,153,N ,N ,N ,N 
LIDOCAINE-HYDROCORTISONE ,HYDROCORTISONE/LIDOCAINE/ALOE ,11,13,13.7,2883.52,12,* ,,,,* ,,N ,N ,N ,N 
LIDOCAINE-HYDROCORTISONE ,LIDOCAINE/HYDROCORTISONE AC ,1206,2078,2153.9,315560.70,1253,  ,1613,1671.7,235993.18,  ,1004,N ,N ,N ,N 
LIDOCAINE-PRILOCAINE ,LIDOCAINE/PRILOCAINE ,79412,643337,657528.2,110779988.36,296239,  ,429611,439069.5,70827115.30,  ,211944,N ,N ,N ,N 
LIDODERM ,LIDOCAINE ,47919,263750,280637.4,107460987.82,75506,  ,199991,212167,79153787.82,  ,55460,N ,N ,N ,N 
LIDORX ,LIDOCAINE HCL ,18,37,37,18293.73,20,# ,,,,# ,,N ,N ,N ,N 
LINCOCIN ,LINCOMYCIN HCL ,160,338,339.9,27498.41,249,  ,275,275.6,23812.20,  ,211,N ,Y ,N ,N 
LINDANE ,LINDANE ,3225,5264,5316.1,650699.60,3911,  ,2817,2837.9,346057.02,  ,2229,N ,N ,N ,N 
LINEZOLID ,LINEZOLID ,10513,16563,16614.4,41725321.45,12091,  ,11464,11497.8,27057529.90,  ,8515,N ,Y ,N ,N 
LINEZOLID-0.9% NACL ,LINEZOLID-0.9% SODIUM CHLORIDE ,83,253,253,112106.49,86,  ,180,180,78180.54,  ,60,N ,Y ,N ,N 
LINZESS ,LINACLOTIDE ,76601,787359,918826.1,259426892.09,204298,  ,507507,600445.9,167985317.32,  ,140083,N ,N ,N ,N 
LIORESAL INTRATHECAL ,BACLOFEN ,77,317,365,391033.37,109,  ,64,75.2,81325.71,  ,22,N ,N ,N ,N 
LIOTHYRONINE SODIUM ,LIOTHYRONINE SODIUM ,46045,426278,719172.3,15941871.39,89810,  ,327661,578558.3,12539570.18,  ,70906,N ,N ,N ,N 
LIPITOR ,ATORVASTATIN CALCIUM ,22942,104713,194589.7,43298653.04,25896,  ,97700,183771.9,40813646.27,  ,24007,N ,N ,N ,N 
LIPOFEN ,FENOFIBRATE ,2425,8661,15079.4,2581178.38,2558,  ,7268,13128.2,2237189.30,  ,2149,N ,N ,N ,N 
LISINOPRIL ,LISINOPRIL ,477174,39111019,70610802.9,252898096.00,7765354,  ,32033552,59999762.1,214923480.59,  ,6480028,N ,N ,N ,N 
LISINOPRIL-HYDROCHLOROTHIAZIDE ,LISINOPRIL/HYDROCHLOROTHIAZIDE ,258151,7471490,14818407.5,58940150.43,1637665,  ,6089105,12664077.9,49820913.56,  ,1366577,N ,N ,N ,N 
LITE TOUCH ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",771,2007,3303.1,95732.87,762,  ,1324,2139,56384.05,  ,486,N ,N ,N ,N 
LITE TOUCH ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",1764,5274,8213.8,224960.74,1803,  ,3704,5637.3,146676.92,  ,1247,N ,N ,N ,N 
LITE TOUCH ,"SYRINGE AND NEEDLE,INSULIN,1ML ",2098,5619,9523.7,276785.18,2138,  ,3473,5777.3,159028.27,  ,1312,N ,N ,N ,N 
LITHIUM ,LITHIUM CITRATE ,1756,8130,8812,305649.06,1632,  ,2971,3311.1,82075.63,  ,589,N ,N ,N ,N 
LITHIUM CARBONATE ,LITHIUM CARBONATE ,68363,957292,1104564.8,7867822.25,132685,  ,250622,332833.2,1998063.47,  ,36509,N ,N ,N ,N 
LITHIUM CARBONATE ER ,LITHIUM CARBONATE ,38710,429177,505877,8571063.88,64476,  ,95380,135844.5,1743176.18,  ,16389,N ,N ,N ,N 
LITHOBID ,LITHIUM CARBONATE ,667,3406,4259.8,1606534.94,546,  ,1379,1920,572872.86,  ,234,N ,N ,N ,N 
LITHOSTAT ,ACETOHYDROXAMIC ACID ,,13,14.9,17547.58,,* ,,,,* ,,N ,N ,N ,N 
LIVALO ,PITAVASTATIN CALCIUM ,33629,247113,387630.7,66887613.09,57315,  ,226615,358888.8,61719522.52,  ,52853,N ,N ,N ,N 
LIVIXIL PAK ,LIDOCAINE/PRILOCAINE ,155,288,288,527154.57,234,  ,142,142,246655.58,  ,120,N ,N ,N ,N 
LO LOESTRIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,1036,3865,4892.2,496407.11,988,  ,62,78.2,7833.09,  ,16,N ,N ,N ,N 
LOCOID ,HYDROCORTISONE BUTYRATE ,1128,1755,1863.7,1208744.89,1343,  ,1546,1647.7,1050721.00,  ,1206,N ,N ,N ,N 
LOCOID LIPOCREAM ,HYDROCORTISONE BUTYRATE/EMOLL ,163,268,285.7,233496.94,168,  ,213,229.7,165412.20,  ,140,N ,N ,N ,N 
LODOSYN ,CARBIDOPA ,472,2295,3741.4,5331236.12,608,  ,2146,3530.2,4909090.89,  ,574,N ,N ,N ,N 
LOESTRIN ,NORETHINDRONE AC-ETH ESTRADIOL ,21,58,79,8126.52,20,  ,15,16.8,1481.32,* ,,N ,N ,N ,N 
LOESTRIN 24 FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,,13,13,1097.49,,  ,,,0.00,  ,,N ,N ,N ,N 
LOESTRIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,54,219,261,25171.21,48,  ,24,31.2,3143.74,* ,,N ,N ,N ,N 
LOFIBRA ,FENOFIBRATE ,47,171,328,40284.88,48,# ,,,,# ,,N ,N ,N ,N 
LOFIBRA ,"FENOFIBRATE,MICRONIZED ",154,604,1198.3,125248.60,156,  ,576,1138.3,120324.10,  ,142,N ,N ,N ,N 
LOMEDIA 24 FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,254,872,1092.4,74567.51,238,* ,,,,* ,,N ,N ,N ,N 
LOMOTIL ,DIPHENOXYLATE HCL/ATROPINE ,564,1586,1858.2,345547.14,492,  ,1447,1710.5,314939.05,  ,462,N ,N ,N ,N 
LOMUSTINE ,LOMUSTINE ,240,701,770.2,72951.07,310,  ,351,395.3,37632.80,  ,177,N ,N ,N ,N 
LONSURF ,TRIFLURIDINE/TIPIRACIL HCL ,753,1944,1954.7,16598562.34,871,  ,1415,1422.1,11933579.83,  ,627,N ,N ,N ,N 
LOPERAMIDE ,LOPERAMIDE HCL ,117939,558102,597558.9,10905143.69,259552,  ,410116,442061.6,7739318.86,  ,200100,N ,N ,N ,N 
LOPID ,GEMFIBROZIL ,86,279,485,100496.56,80,  ,214,386,76919.43,  ,61,N ,N ,N ,N 
LOPREEZA ,ESTRADIOL/NORETHINDRONE ACET ,2575,9589,14927.1,1270942.75,2792,  ,7682,12242.4,1019998.61,  ,2236,N ,N ,Y ,N 
LOPRESSOR ,METOPROLOL TARTRATE ,353,960,1614.4,156824.84,343,  ,846,1465.6,142652.06,  ,308,N ,N ,N ,N 
LOPROX ,CICLOPIROX ,214,357,410.5,293178.72,222,  ,277,325.5,220626.82,  ,187,N ,N ,N ,N 
LORAZEPAM ,LORAZEPAM ,392972,10598973,11604817.6,77243545.78,2213541,  ,7609132,8499479.9,55622228.13,  ,1668335,N ,N ,N ,N 
LORAZEPAM INTENSOL ,LORAZEPAM ,16285,43898,44655.8,1660371.24,32257,  ,38686,39239.5,1431236.08,  ,29807,N ,N ,N ,N 
LORTAB ,HYDROCODONE/ACETAMINOPHEN ,1531,2794,2925,649677.65,1408,  ,1868,1976.8,332852.05,  ,985,Y ,N ,N ,N 
LORYNA ,ETHINYL ESTRADIOL/DROSPIRENONE ,1110,4689,6168.1,316411.82,980,  ,14,34.2,1875.81,* ,,N ,N ,N ,N 
LORZONE ,CHLORZOXAZONE ,1278,3976,4264.5,1726058.31,1629,  ,1640,1798.7,639798.85,  ,783,N ,N ,Y ,N 
LOSARTAN POTASSIUM ,LOSARTAN POTASSIUM ,367993,20458128,37687415,219221812.08,4070139,  ,18242284,34300790.2,199418025.50,  ,3656867,N ,N ,N ,N 
LOSARTAN-HYDROCHLOROTHIAZIDE ,LOSARTAN/HYDROCHLOROTHIAZIDE ,224035,6270758,11898876.8,81501223.30,1267447,  ,5590930,10853481.4,73648708.35,  ,1141381,N ,N ,N ,N 
LOSEASONIQUE ,L-NORGEST/E.ESTRADION-E.ESTRAD ,24,46,134.1,12095.57,24,* ,,,,* ,,N ,N ,N ,N 
LOTEMAX ,LOTEPREDNOL ETABONATE ,35271,394313,447021.7,76896039.38,204154,  ,363347,412480.5,70581937.53,  ,188996,N ,N ,N ,N 
LOTENSIN ,BENAZEPRIL HCL ,511,2068,3239.6,257239.73,457,  ,1917,3043.7,240160.98,  ,431,N ,N ,N ,N 
LOTENSIN HCT ,BENAZEPRIL/HYDROCHLOROTHIAZIDE ,18,42,79,4611.50,18,# ,,,,# ,,N ,N ,N ,N 
LOTREL ,AMLODIPINE BESYLATE/BENAZEPRIL ,3390,16448,27061.9,6135817.74,3009,  ,15354,25389.2,5738445.50,  ,2802,N ,N ,N ,N 
LOTRISONE ,CLOTRIMAZOLE/BETAMETHASONE DIP ,489,847,915.7,98299.95,487,  ,748,814.4,85833.70,  ,424,N ,N ,N ,N 
LOTRONEX ,ALOSETRON HCL ,1422,6739,7655.6,14363112.93,1754,  ,4826,5653.7,10227916.60,  ,1271,N ,N ,N ,N 
LOVASTATIN ,LOVASTATIN ,220587,5634551,11295198.9,63902969.96,1186900,  ,4927486,10191785.3,57229980.50,  ,1057876,N ,N ,N ,N 
