Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
LOTREL ,AMLODIPINE BESYLATE/BENAZEPRIL ,4931,23609,36768.8,6400917.37,4608,  ,21665,34121.5,5928571.11,  ,4186,N ,N ,N ,N 
LOTRISONE ,CLOTRIMAZOLE/BETAMETHASONE DIP ,542,849,964.5,89161.62,546,  ,709,810,74120.15,  ,452,N ,N ,N ,N 
LOTRONEX ,ALOSETRON HCL ,1751,9567,10934.1,14306496.11,2367,  ,6403,7609.3,9419497.53,  ,1641,N ,N ,N ,N 
LOVASTATIN ,LOVASTATIN ,218052,6430393,11805869.2,101527257.99,1251983,  ,5601848,10607257.9,90631729.73,  ,1111093,N ,N ,N ,N 
LOVAZA ,OMEGA-3 ACID ETHYL ESTERS ,128647,2014473,2760387.7,452944235.06,374989,  ,1483436,2113496.7,342223691.77,  ,285209,N ,N ,N ,N 
LOVENOX ,ENOXAPARIN SODIUM ,10028,38512,38890,20698808.41,22488,  ,33449,33749.4,14810757.02,  ,20123,N ,N ,N ,N 
LOW-OGESTREL ,NORGESTREL-ETHINYL ESTRADIOL ,3014,14527,18665.4,440850.02,2736,  ,93,106.3,2514.15,  ,19,N ,N ,N ,N 
LOXAPINE ,LOXAPINE SUCCINATE ,9753,103216,111275.5,5074250.26,12481,  ,26286,29942.1,1139030.27,  ,3201,N ,N ,N ,Y 
LOXITANE ,LOXAPINE SUCCINATE ,37,154,173.9,26306.54,33,  ,74,91.4,11799.83,  ,13,N ,N ,N ,Y 
LUCENTIS ,RANIBIZUMAB ,132,981,1039.6,2314890.25,282,  ,940,998.6,2242329.12,  ,268,N ,N ,N ,N 
LUDENT FLUORIDE ,SODIUM FLUORIDE ,127,495,730.8,2427.78,148,  ,276,460.7,1383.36,  ,92,N ,N ,N ,N 
LUER-LOK SYRINGE ,"SYRING W-O NDL,DISP,INSUL, 1ML ",21,52,68.9,1292.13,20,# ,,,,# ,,N ,N ,N ,N 
LUER-LOK SYRINGE ,"SYRINGE, DISPOSABLE, 1ML ",32,78,113.6,402.24,31,  ,66,89.8,367.46,# ,,N ,N ,N ,N 
LUFYLLIN ,DYPHYLLINE ,44,156,268.8,97177.08,45,  ,132,226.8,75382.59,# ,,N ,N ,N ,N 
LUMIGAN ,BIMATOPROST ,69282,2095397,2780187.4,331190558.81,453060,  ,1967190,2625634.5,312325870.41,  ,425561,N ,N ,N ,N 
LUMIZYME ,ALGLUCOSIDASE ALFA ,13,242,242,6345571.24,13,  ,22,22,334994.00,* ,,N ,N ,N ,N 
LUNESTA ,ESZOPICLONE ,102190,792589,900990.9,218556442.08,160748,  ,491582,580330.6,139121141.56,  ,105081,N ,N ,Y ,N 
LUPRON DEPOT ,LEUPROLIDE ACETATE ,4483,19449,32241.6,38272022.63,6156,  ,13249,23695.9,29925791.62,  ,4390,N ,N ,N ,N 
LUPRON DEPOT-PED ,LEUPROLIDE ACETATE ,87,269,354.4,637696.67,88,  ,111,147.4,298855.74,  ,42,N ,N ,N ,N 
LUTERA ,LEVONORGESTREL-ETH ESTRADIOL ,2692,11792,15779.7,354104.83,2410,  ,59,83.3,1853.16,  ,14,N ,N ,N ,N 
LUVOX CR ,FLUVOXAMINE MALEATE ,2021,8812,9734.9,4599720.45,2018,  ,2597,2976.8,1194115.09,  ,580,N ,N ,N ,N 
LUXIQ ,BETAMETHASONE VALERATE ,1254,2342,2452.7,839945.44,1357,  ,1890,1993.7,674112.05,  ,1159,N ,N ,N ,N 
LYRICA ,PREGABALIN ,240984,4110254,4792492.7,1073506433.80,738746,  ,2385393,2888265.1,611573692.98,  ,450863,N ,N ,N ,N 
LYSODREN ,MITOTANE ,140,539,623.6,438547.23,117,  ,375,425.5,279458.16,  ,83,N ,N ,N ,N 
LYSTEDA ,TRANEXAMIC ACID ,274,540,546.7,99313.16,274,  ,61,61,22122.71,  ,38,N ,N ,N ,N 
M-M-R II VACCINE ,"MEASLES,MUMPS&RUBELLA VACC/PF ",867,1278,1286.1,85675.06,1150,  ,708,714.1,47556.37,  ,652,N ,N ,N ,N 
MACROBID ,NITROFURANTOIN MONOHYD/M-CRYST ,629,1045,1216,233647.95,602,  ,918,1082.4,195850.87,  ,549,N ,Y ,Y ,N 
MACRODANTIN ,NITROFURANTOIN MACROCRYSTAL ,1279,4548,5940.6,763995.73,1293,  ,3915,5225.2,656796.57,  ,1141,N ,Y ,Y ,N 
MAFENIDE ACETATE ,MAFENIDE ACETATE ,15,32,32,21802.70,13,# ,,,,# ,,N ,N ,N ,N 
MAGELLAN INSULIN SAFETY SYRNG ,"SYRINGE,NEEDLE,INSULN,SAFE,1ML ",39,146,152.7,4701.53,42,  ,108,114.7,3464.92,  ,29,N ,N ,N ,N 
MAGELLAN INSULIN SAFETY SYRNG ,"SYRINGE,NEEDLE,INSULN,SF 0.5ML ",32,161,161,6092.58,36,  ,146,146,5358.77,# ,,N ,N ,N ,N 
MAGELLAN INSULIN SYRINGE ,"SYRINGE,NEEDLE,INSULN,SF,0.3ML ",,17,17,422.74,,* ,,,,* ,,N ,N ,N ,N 
MAGNACET ,OXYCODONE HCL/ACETAMINOPHEN ,27,135,141.2,122696.30,27,  ,55,59.5,60089.88,  ,14,Y ,N ,N ,N 
MAGNEBIND 400 RX ,CALCIUM CARBONATE/MAG CARB/FA ,18,62,99.3,1538.04,17,# ,,,,# ,,N ,N ,N ,N 
MAGNESIUM SULFATE ,MAGNESIUM SULFATE ,755,4674,4774.7,98475.81,832,  ,2759,2826.9,55215.66,  ,529,N ,N ,N ,N 
MAGNESIUM SULFATE-D5W ,MAGNESIUM SULFATE/D5W ,19,41,41,944.24,20,  ,30,30,756.86,# ,,N ,N ,N ,N 
MAKENA ,HYDROXYPROGESTERONE CAPROATE ,142,324,348.7,1165923.39,142,  ,0,0,0.00,  ,0,N ,N ,N ,N 
MALARONE ,ATOVAQUONE/PROGUANIL HCL ,815,1120,1211.2,213031.94,1049,  ,1052,1129.9,182574.53,  ,1006,N ,N ,N ,N 
MALATHION ,MALATHION ,2587,4015,4033.8,686184.15,2841,  ,1376,1379.9,232716.62,  ,1019,N ,N ,N ,N 
MANNITOL ,MANNITOL ,24,75,75,764.60,34,  ,64,64,727.79,# ,,N ,N ,N ,N 
MAPROTILINE HCL ,MAPROTILINE HCL ,1617,7824,11631.2,624296.41,1529,  ,6611,10112.2,516486.77,  ,1278,N ,N ,N ,N 
MARCAINE ,BUPIVACAINE HCL ,66,168,176.2,3721.66,81,  ,109,114.8,2325.89,  ,60,N ,N ,N ,N 
MARCAINE ,BUPIVACAINE HCL/PF ,142,289,299.2,5446.65,195,  ,213,215.2,1372.08,  ,158,N ,N ,N ,N 
MARINOL ,DRONABINOL ,558,1685,1720.4,2065917.02,554,  ,365,378,320489.52,  ,190,N ,N ,N ,N 
MARLISSA ,LEVONORGESTREL-ETH ESTRADIOL ,407,1596,1980.7,46696.38,398,* ,,,,* ,,N ,N ,N ,N 
MARPLAN ,ISOCARBOXAZID ,186,927,1193.9,437054.18,155,  ,613,827.3,301878.54,  ,101,N ,N ,N ,N 
MATULANE ,PROCARBAZINE HCL ,375,890,902.6,1281868.42,371,  ,691,701.1,972142.97,  ,285,N ,N ,N ,N 
MATZIM LA ,DILTIAZEM HCL ,18737,80303,131102.5,11239980.60,19551,  ,71904,119470.7,10210364.78,  ,17571,N ,N ,N ,N 
MAVIK ,TRANDOLAPRIL ,314,1368,2202.4,129576.51,281,  ,1308,2096.4,124022.63,  ,267,N ,N ,N ,N 
MAXAIR AUTOHALER ,PIRBUTEROL ACETATE ,5450,12922,18351.8,6120857.68,5736,  ,9999,14617.5,4750163.28,  ,4739,N ,N ,N ,N 
MAXALT ,RIZATRIPTAN BENZOATE ,7664,20268,21595.2,8722482.81,8400,  ,8481,9458.3,3921851.73,  ,3494,N ,N ,N ,N 
MAXALT MLT ,RIZATRIPTAN BENZOATE ,8147,20520,21776.2,7853442.07,8567,  ,8504,9372.8,3385420.72,  ,3601,N ,N ,N ,N 
MAXARON FORTE ,IRON GLY&FUM/C/B12/ME-THFOLATE ,59,209,332.7,9323.20,60,# ,,,,# ,,N ,N ,N ,N 
MAXI-COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5ML ",24,51,55.4,1237.21,22,  ,39,43.4,920.58,# ,,N ,N ,N ,N 
MAXI-COMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",21,50,69.7,1323.17,19,  ,33,49.4,970.72,# ,,N ,N ,N ,N 
MAXIDEX ,DEXAMETHASONE ,428,1086,1212.1,72808.74,596,  ,956,1074.6,64163.49,  ,528,N ,N ,N ,N 
MAXIDONE ,HYDROCODONE/ACETAMINOPHEN ,,14,14,2571.19,,# ,,,,# ,,Y ,N ,N ,N 
MAXIPIME ,CEFEPIME HCL ,285,625,625,55809.55,304,  ,437,437,38644.97,  ,220,N ,Y ,N ,N 
MAXITROL ,NEO/POLYMYX B SULF/DEXAMETH ,287,408,428.3,38259.46,307,  ,337,357.3,31691.96,  ,266,N ,N ,N ,N 
MAXZIDE ,TRIAMTERENE/HYDROCHLOROTHIAZID ,756,3054,5171.4,423349.75,709,  ,2871,4879.4,391386.60,  ,661,N ,N ,N ,N 
MAXZIDE-25 MG ,TRIAMTERENE/HYDROCHLOROTHIAZID ,1216,3675,5576.5,215281.31,1161,  ,3550,5401.4,207529.20,  ,1124,N ,N ,N ,N 
MEBENDAZOLE ,MEBENDAZOLE ,920,1078,1083.9,19864.90,954,  ,751,755,13717.29,  ,670,N ,N ,N ,N 
MECLIZINE HCL ,MECLIZINE HCL ,262679,2395556,2641360.8,43136821.95,1019204,  ,2054103,2273963.4,36758696.02,  ,878662,N ,N ,N ,N 
MECLOFENAMATE SODIUM ,MECLOFENAMATE SODIUM ,984,3635,5043.9,1196912.73,1146,  ,2512,3721.3,868312.82,  ,805,N ,N ,N ,N 
MEDROL ,METHYLPREDNISOLONE ,2183,4582,5990.2,216019.62,2295,  ,3834,5083.6,178587.06,  ,1901,N ,N ,N ,N 
MEDROXYPROGESTERONE ACETATE ,MEDROXYPROGESTERONE ACETATE ,75602,445703,799762.1,8087659.17,124103,  ,207291,383938.9,2304195.89,  ,52616,N ,N ,N ,N 
MEFENAMIC ACID ,MEFENAMIC ACID ,389,754,775.7,295660.71,398,  ,157,162,75462.94,  ,84,N ,N ,N ,N 
MEFLOQUINE HCL ,MEFLOQUINE HCL ,7947,13708,24659.7,790278.84,11723,  ,12768,23036.4,727465.52,  ,11024,N ,N ,N ,N 
MEGACE ,MEGESTROL ACETATE ,176,288,314.3,50394.30,180,  ,233,258.6,40448.31,  ,153,N ,N ,Y ,N 
MEGACE ES ,MEGESTROL ACETATE ,17072,67004,69766.6,47855566.22,31710,  ,56335,58646.6,40055968.73,  ,27801,N ,N ,Y ,N 
MEGESTROL ACETATE ,MEGESTROL ACETATE ,113311,929038,1009775.2,37628169.06,324632,  ,809738,882353.6,32657128.45,  ,286878,N ,N ,Y ,N 
MEKINIST ,TRAMETINIB DIMETHYL SULFOXIDE ,107,358,367,3098374.79,144,  ,254,263,2169929.32,  ,109,N ,N ,N ,N 
MELOXICAM ,MELOXICAM ,269772,7695511,10395765.9,65709426.24,2255414,  ,5890475,8228857.9,51137316.55,  ,1765265,N ,N ,N ,N 
MELQUIN HP ,HYDROQUINONE ,40,54,54.9,1925.60,41,# ,,,,# ,,N ,N ,N ,N 
MELQUIN-3 ,HYDROQUINONE ,,12,12,223.55,,  ,12,12,223.55,* ,,N ,N ,N ,N 
MENACTRA ,"MENING VAC A,C,Y,W-135 DIP/PF ",622,1017,1029.3,145644.79,970,  ,488,492.7,72333.78,  ,476,N ,N ,N ,N 
MENEST ,"ESTROGENS,ESTERIFIED ",6730,32270,50756.2,1749694.56,6778,  ,24718,41008.6,1341594.63,  ,5412,N ,N ,Y ,N 
MENOMUNE-A-C-Y-W-135 ,"MENINGOCOC VAC A,C,Y,W-135/PF ",887,1468,1492,192908.88,1375,  ,1156,1166,153012.73,  ,1107,N ,N ,N ,N 
MENOMUNE-A-C-Y-W-135 ,"MENINGOCOCCAL VAC A,C,Y,W-135 ",15,18,18,6210.28,17,# ,,,,# ,,N ,N ,N ,N 
MENOSTAR ,ESTRADIOL ,820,4037,6902.8,665029.18,928,  ,3780,6530.9,627191.72,  ,870,N ,N ,Y ,N 
MENTAX ,BUTENAFINE HCL ,1941,4094,4301.9,753444.13,2302,  ,3239,3420.9,599187.73,  ,1888,N ,N ,N ,N 
MENVEO A-C-Y-W-135-DIP ,"MENING VAC A,C,Y,W-135 DIP/PF ",318,863,901.7,111132.93,834,  ,360,368,45171.02,  ,354,N ,N ,N ,N 
MEPERIDINE HCL ,MEPERIDINE HCL ,11869,36998,37600.4,954278.18,14073,  ,16923,17278.9,400975.99,  ,7823,Y ,N ,Y ,N 
MEPERIDINE HCL ,MEPERIDINE HCL/PF ,482,2158,2177,73842.03,1082,  ,760,769.5,20996.00,  ,471,Y ,N ,Y ,N 
MEPERITAB ,MEPERIDINE HCL ,710,2284,2317.3,118417.36,645,  ,724,738.7,34364.74,  ,237,Y ,N ,Y ,N 
MEPHYTON ,PHYTONADIONE ,3532,5117,5488.7,483212.68,3866,  ,4800,5117.8,411640.99,  ,3704,N ,N ,N ,N 
MEPROBAMATE ,MEPROBAMATE ,4764,20701,25113.1,3338313.60,4457,  ,19223,23491.6,3047660.96,  ,4181,N ,N ,Y ,N 
MEPRON ,ATOVAQUONE ,6240,25703,26711.4,37874904.89,7273,  ,9386,9974.2,13363493.05,  ,3158,N ,N ,N ,N 
MERCAPTOPURINE ,MERCAPTOPURINE ,9405,72561,108623.9,6267281.30,13306,  ,52712,84495.7,4777925.79,  ,9908,N ,N ,N ,N 
MEROPENEM ,MEROPENEM ,7520,37964,37968.7,10759466.20,11086,  ,23272,23275.8,5690372.18,  ,7644,N ,Y ,N ,N 
MERREM ,MEROPENEM ,443,1105,1105,606741.27,484,  ,715,715,340503.30,  ,328,N ,Y ,N ,N 
MESALAMINE ,MESALAMINE ,5618,16372,18565,5558419.50,6824,  ,13541,15506.8,4576982.46,  ,5657,N ,N ,N ,N 
MESALAMINE ,MESALAMINE W/CLEANSING WIPES ,2155,4322,4753.8,1960694.55,2337,  ,3682,4073.6,1668155.95,  ,1956,N ,N ,N ,N 
MESNA ,MESNA ,44,160,162.1,20477.30,50,  ,106,108.1,14853.70,# ,,N ,N ,N ,N 
MESNEX ,MESNA ,250,629,638.6,644306.69,266,  ,424,426.8,465246.86,  ,184,N ,N ,N ,N 
MESTINON ,PYRIDOSTIGMINE BROMIDE ,4618,28483,39227.1,9084318.81,5010,  ,20833,29570,6693812.14,  ,3806,N ,N ,N ,N 
METADATE CD ,METHYLPHENIDATE HCL ,587,1947,2050.2,550111.50,489,  ,390,415.2,117271.72,  ,119,N ,N ,N ,N 
METADATE ER ,METHYLPHENIDATE HCL ,1300,2197,2475.9,169528.81,1278,  ,731,912.8,57382.46,  ,462,N ,N ,N ,N 
METAFOLBIC ,VIT B12/LMEFOLATE CA/VIT B6/B2 ,48,191,200.1,14669.78,46,# ,,,,# ,,N ,N ,N ,N 
METAFOLBIC PLUS ,ACETYL/METHYL-B12/LMEFOLATE CA ,285,885,1357.2,77017.76,328,  ,866,1322.2,74951.25,# ,,N ,N ,N ,N 
METAFOLBIC PLUS RF ,LMFOL CA/ACETYL/MB12/ALGAL OIL ,32,66,108,10364.46,37,# ,,,,# ,,N ,N ,N ,N 
METANX ,LEVOMEFOLATE/B6/B12/ALGAL OIL ,4052,13141,29286.4,2526395.76,5174,  ,12618,28067.4,2416799.33,  ,4944,N ,N ,N ,N 
METANX ,METHYL-B12/L-MEFOLATE/B6 PHOS ,3244,7333,12643.3,1059402.20,4086,  ,7043,12137.5,1015247.01,  ,3909,N ,N ,N ,N 
METAPROTERENOL SULFATE ,METAPROTERENOL SULFATE ,235,1098,1368.9,78410.82,357,  ,861,1105.1,58594.62,  ,298,N ,N ,N ,N 
METAXALONE ,METAXALONE ,61731,213787,240214.8,53477266.33,98290,  ,132525,151233.1,30448505.02,  ,68643,N ,N ,Y ,N 
METFORMIN HCL ,METFORMIN HCL ,357289,22036381,35553887.9,226574131.68,4133588,  ,17302795,29100741.6,182397811.72,  ,3319119,N ,N ,N ,N 
METFORMIN HCL ER ,METFORMIN HCL ,172538,3897248,6670590.4,102581473.21,839016,  ,3189591,5680180.4,84589716.98,  ,696795,N ,N ,N ,N 
METHADONE HCL ,METHADONE HCL ,80087,1447354,1477574.3,24580863.39,173818,  ,460758,476866.6,6780368.93,  ,61324,Y ,N ,N ,N 
METHADONE INTENSOL ,METHADONE HCL ,735,2802,2870,175462.78,630,  ,1729,1779.9,73348.09,  ,459,Y ,N ,N ,N 
METHADOSE ,METHADONE HCL ,331,1457,1495.2,31803.33,292,  ,549,563.5,8301.98,  ,190,Y ,N ,N ,N 
METHAMPHETAMINE HCL ,METHAMPHETAMINE HCL ,575,2691,2919.5,1819214.18,446,  ,845,992.7,574702.29,  ,148,N ,N ,N ,N 
METHAZOLAMIDE ,METHAZOLAMIDE ,7076,62401,79771.7,8723502.79,15089,  ,55854,71929.2,7743213.01,  ,13659,N ,N ,N ,N 
METHENAMINE HIPPURATE ,METHENAMINE HIPPURATE ,18018,194700,249296.7,19852931.06,37734,  ,157278,204958,16008819.52,  ,31628,N ,N ,N ,N 
METHENAMINE MANDELATE ,METHENAMINE MANDELATE ,1884,9502,12015.6,830997.45,2397,  ,7847,10061.2,676648.29,  ,2027,N ,N ,N ,N 
METHIMAZOLE ,METHIMAZOLE ,57045,518559,759265.1,8730605.33,100061,  ,442292,661500.3,7295484.35,  ,84835,N ,N ,N ,N 
METHITEST ,METHYLTESTOSTERONE ,259,808,1274.9,424296.99,245,  ,475,868.6,268052.71,  ,165,N ,N ,N ,N 
METHOCARBAMOL ,METHOCARBAMOL ,136367,1164315,1269160.3,15843207.55,402672,  ,501649,560413.6,6514187.29,  ,204731,N ,N ,Y ,N 
METHOTREXATE ,METHOTREXATE SODIUM ,81739,2127019,3107882.7,137859861.88,379419,  ,1676810,2524908,110755570.90,  ,296947,N ,N ,N ,N 
METHOTREXATE ,METHOTREXATE SODIUM/PF ,753,1833,2291.7,18890.36,853,  ,1151,1474.6,12376.60,  ,544,N ,N ,N ,N 
METHOTREXATE SODIUM ,METHOTREXATE SODIUM/PF ,4056,20650,29129.6,317200.62,8166,  ,13635,19477,210882.34,  ,5331,N ,N ,N ,N 
METHSCOPOLAMINE BROMIDE ,METHSCOPOLAMINE BROMIDE ,3329,18485,22536.4,2966390.90,6312,  ,13867,17332.8,2176690.63,  ,5011,N ,N ,N ,N 
METHYCLOTHIAZIDE ,METHYCLOTHIAZIDE ,1938,9484,17553.3,709476.51,1836,  ,9230,17208.8,694491.76,  ,1799,N ,N ,N ,N 
METHYLDOPA ,METHYLDOPA ,14467,81177,123238.4,1407027.05,17387,  ,70944,110619,1244198.73,  ,14900,N ,N ,Y ,N 
METHYLDOPA-HYDROCHLOROTHIAZIDE ,METHYLDOPA/HYDROCHLOROTHIAZIDE ,1374,7051,10677.5,397958.91,1324,  ,6812,10405.8,387808.38,  ,1288,N ,N ,Y ,N 
METHYLENE BLUE ,METHYLENE BLUE ,,24,24,920.72,,* ,,,,* ,,N ,N ,N ,N 
METHYLERGONOVINE MALEATE ,METHYLERGONOVINE MALEATE ,724,1661,1787.3,749492.16,1000,  ,405,485.5,295269.35,  ,139,N ,N ,N ,N 
METHYLIN ,METHYLPHENIDATE HCL ,278,432,438.5,18253.30,273,  ,214,217.2,6241.07,  ,135,N ,N ,N ,N 
METHYLIN ER ,METHYLPHENIDATE HCL ,71,99,108.1,3739.95,68,  ,37,43.1,1482.51,  ,25,N ,N ,N ,N 
METHYLPHENIDATE ER ,METHYLPHENIDATE HCL ,25374,142884,157266.3,22911163.76,26977,  ,43569,52509.1,6972577.93,  ,9207,N ,N ,N ,N 
METHYLPHENIDATE HCL ,METHYLPHENIDATE HCL ,71911,577144,614935.5,26573333.15,101457,  ,260935,286744,10631986.57,  ,51767,N ,N ,N ,N 
METHYLPHENIDATE HCL CD ,METHYLPHENIDATE HCL ,1950,6621,7188.7,1472531.67,1598,  ,1733,2085.4,414747.43,  ,485,N ,N ,N ,N 
METHYLPHENIDATE LA ,METHYLPHENIDATE HCL ,4104,14518,16046.4,2677507.25,3498,  ,4917,5909.6,957750.95,  ,1242,N ,N ,N ,N 
METHYLPHENIDATE SR ,METHYLPHENIDATE HCL ,6062,18307,19924.4,1294246.56,5900,  ,6323,7347.8,436856.12,  ,2148,N ,N ,N ,N 
METHYLPREDNISOLONE ,METHYLPREDNISOLONE ,305458,2682104,2722060.6,66959398.22,2045201,  ,2090611,2123550.2,51758261.79,  ,1608602,N ,N ,N ,N 
METHYLPREDNISOLONE ACETATE ,METHYLPREDNISOLONE ACETATE ,2334,8712,8935.9,125202.51,6638,  ,6907,7085.5,97212.66,  ,5203,N ,N ,N ,N 
METHYLPREDNISOLONE SOD SUCC ,METHYLPREDNISOLONE SOD SUCC ,1998,8315,8351.7,401201.31,3884,  ,3087,3099.3,113746.60,  ,1649,N ,N ,N ,N 
METIPRANOLOL ,METIPRANOLOL ,1698,8272,11715.6,292209.36,1806,  ,7999,11358.5,283415.72,  ,1745,N ,N ,N ,N 
METOCLOPRAMIDE HCL ,METOCLOPRAMIDE HCL ,197546,1718873,1970404.7,15422563.64,549543,  ,1116049,1301744.2,9812820.59,  ,380299,N ,N ,N ,N 
METOLAZONE ,METOLAZONE ,119456,1028330,1354644.5,23757207.85,282251,  ,843999,1121247.8,19124844.83,  ,234833,N ,N ,N ,N 
METOPROLOL SUCCINATE ,METOPROLOL SUCCINATE ,348521,16340106,26158227.7,689700330.52,2999918,  ,14371904,23460551.3,613829795.83,  ,2653767,N ,N ,N ,N 
METOPROLOL TARTRATE ,METOPROLOL TARTRATE ,405567,21031129,32822447.5,162020510.29,3899633,  ,17931848,28702080.1,140883529.80,  ,3353361,N ,N ,N ,N 
METOPROLOL-HYDROCHLOROTHIAZIDE ,METOPROLOL/HYDROCHLOROTHIAZIDE ,14773,80235,129598.6,5114149.52,15738,  ,66921,112114.7,4387025.72,  ,13258,N ,N ,N ,N 
METOZOLV ODT ,METOCLOPRAMIDE HCL ,194,511,570,113564.63,217,  ,279,322.4,52625.81,  ,133,N ,N ,N ,N 
METRO IV ,METRONIDAZOLE/SODIUM CHLORIDE ,209,544,545,15042.30,228,  ,374,374,9754.08,  ,171,N ,Y ,N ,N 
METROCREAM ,METRONIDAZOLE ,231,381,442.3,182892.95,231,  ,335,394.3,165106.03,  ,202,N ,N ,N ,N 
METROGEL ,METRONIDAZOLE ,23291,48712,54426.9,13092660.57,36571,  ,41642,46991,11211180.50,  ,32244,N ,N ,N ,N 
METROGEL-VAGINAL ,METRONIDAZOLE ,87,104,108.2,4947.02,88,  ,79,83.2,3731.24,  ,64,N ,N ,N ,N 
METROLOTION ,METRONIDAZOLE ,88,151,193.4,79413.73,93,  ,124,166.4,67446.95,  ,78,N ,N ,N ,N 
METRONIDAZOLE ,METRONIDAZOLE ,380326,1861173,1911238.9,80376257.58,1328336,  ,1376275,1421215.9,64760471.44,  ,993928,N ,Y ,N ,N 
METRONIDAZOLE ,METRONIDAZOLE/SODIUM CHLORIDE ,1569,4407,4408.2,93054.47,1873,  ,3396,3396.1,71328.40,  ,1520,N ,Y ,N ,N 
MEXILETINE HCL ,MEXILETINE HCL ,9853,52541,77180,3108431.26,10813,  ,40718,61541.9,2420976.41,  ,8463,N ,N ,N ,N 
MI-OMEGA NF ,OM-3/DHA/EPA/B12/FA/B6/PHYTOST ,21,56,102,2518.39,21,# ,,,,# ,,N ,N ,N ,N 
MIACALCIN ,"CALCITONIN,SALMON,SYNTHETIC ",1668,6790,8485.2,1666590.42,1659,  ,6353,8004.2,1528262.61,  ,1530,N ,N ,N ,N 
MICARDIS ,TELMISARTAN ,63760,510691,787754.1,105205103.97,94609,  ,463506,726252.2,96805607.05,  ,86307,N ,N ,N ,N 
MICARDIS HCT ,TELMISARTAN/HYDROCHLOROTHIAZID ,43971,338860,520172.6,69449320.29,60088,  ,305553,476443.1,63452553.65,  ,54398,N ,N ,N ,N 
MICONAZOLE 3 ,MICONAZOLE NITRATE ,1492,1861,1864.8,90034.93,1583,  ,1157,1160.8,56723.10,  ,1001,N ,N ,N ,N 
MICRO-K ,POTASSIUM CHLORIDE ,64,149,208,7556.80,63,  ,133,192,6847.49,# ,,N ,N ,N ,N 
MICROGESTIN ,NORETHINDRONE A-E ESTRADIOL ,2835,12070,15727.3,385697.70,2634,  ,118,194.2,4485.82,  ,41,N ,N ,N ,N 
MICROGESTIN FE ,NORETH A-ET ESTRA/FE FUMARATE ,6132,26812,35795.8,778247.18,5927,  ,180,282.4,5764.02,  ,48,N ,N ,N ,N 
MICROZIDE ,HYDROCHLOROTHIAZIDE ,198,793,1281.7,46519.54,188,  ,742,1205.1,43487.47,  ,175,N ,N ,N ,N 
MIDAZOLAM HCL ,MIDAZOLAM HCL ,347,4591,4593.2,42201.93,3894,  ,2973,2973,19574.86,  ,2771,N ,N ,N ,N 
MIDAZOLAM HCL ,MIDAZOLAM HCL/PF ,291,4029,4031,16158.22,3770,  ,2922,2924,11542.58,  ,2782,N ,N ,N ,N 
MIDODRINE HCL ,MIDODRINE HCL ,63076,418124,503555.4,34418297.52,89105,  ,307457,376378,24568646.92,  ,65920,N ,N ,N ,N 
MIGERGOT ,ERGOTAMINE TARTRATE/CAFFEINE ,543,2362,2667.4,1341345.36,482,  ,1996,2259,1134718.54,  ,397,N ,N ,N ,N 
MIGRANAL ,DIHYDROERGOTAMINE MESYLATE ,1187,3301,3535.8,4854621.92,1356,  ,997,1111.3,1450400.10,  ,427,N ,N ,N ,N 
MILLIPRED ,PREDNISOLONE ,864,2368,2947.1,416209.09,939,  ,1929,2409.6,310124.82,  ,744,N ,N ,N ,N 
MILLIPRED ,PREDNISOLONE SOD PHOSPHATE ,29,62,62,5807.18,54,  ,42,42,4279.73,  ,38,N ,N ,N ,N 
MILLIPRED DP ,PREDNISOLONE ,138,238,244.4,22940.14,207,  ,197,203.4,18620.32,  ,169,N ,N ,N ,N 
MILRINONE IN 5% DEXTROSE ,MILRINONE LACTATE/D5W ,13,73,73,47069.42,16,  ,36,36,28191.17,* ,,N ,N ,N ,N 
MILRINONE LACTATE ,MILRINONE LACTATE ,125,1875,1875,1382859.50,127,  ,1124,1124,870552.83,  ,74,N ,N ,N ,N 
MIMVEY ,ESTRADIOL/NORETHINDRONE ACET ,3773,16048,23848.2,1758181.01,4123,  ,11544,18000.1,1304836.18,  ,3097,N ,N ,Y ,N 
MINASTRIN 24 FE ,NORETH A-ET ESTRA/FE FUMARATE ,420,1060,1312.5,114087.52,410,* ,,,,* ,,N ,N ,N ,N 
MINI ULTRA-THIN II ,"NEEDLES, INSULIN DISPOSABLE ",648,1410,2244.5,44059.98,680,  ,983,1597.5,28898.88,  ,469,N ,N ,N ,N 
MINIPRESS ,PRAZOSIN HCL ,80,321,495.7,59236.81,76,  ,304,478.7,58704.56,# ,,N ,N ,N ,N 
MINITRAN ,NITROGLYCERIN ,2774,8250,10723.1,393670.30,2908,  ,7334,9558.1,352253.94,  ,2551,N ,N ,N ,N 
