Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
IMITREX ,SUMATRIPTAN ,494,1191,1281.3,428880.29,464,  ,530,583.5,213354.54,  ,218,N ,N ,N ,N 
IMITREX ,SUMATRIPTAN SUCCINATE ,2248,8868,10483.9,5647966.69,2028,  ,5496,6779.7,3423046.95,  ,1278,N ,N ,N ,N 
IMOVAX RABIES VACCINE ,"RABIES VACC, HUMAN DIPLOID/PF ",148,319,319,87884.98,151,  ,282,282,77022.17,  ,132,N ,N ,N ,N 
IMURAN ,AZATHIOPRINE ,792,2281,3228.6,1135258.40,767,  ,1510,2199.7,754026.94,  ,483,N ,N ,N ,N 
IN CONTROL PEN NEEDLE ,"NEEDLES, INSULIN DISPOSABLE ",2362,12073,23514.6,285870.65,4907,  ,8641,17097,200528.88,  ,3414,N ,N ,N ,N 
INCIVEK ,TELAPREVIR ,182,352,354.6,7820541.25,201,  ,64,64,1423414.74,  ,35,N ,N ,N ,N 
INCONTROL ,"NEEDLES, INSULIN DISPOSABLE ",789,2675,4555.3,66997.17,1164,  ,1858,3214.5,44865.48,  ,808,N ,N ,N ,N 
INDAPAMIDE ,INDAPAMIDE ,55261,511584,955675.9,6594680.63,105078,  ,475170,902586.6,6208772.26,  ,98220,N ,N ,N ,N 
INDERAL LA ,PROPRANOLOL HCL ,1883,9131,15106.2,6881458.67,1624,  ,7948,13567.5,5984296.97,  ,1444,N ,N ,N ,N 
INDOCIN ,INDOMETHACIN ,285,578,620.2,238298.10,289,  ,349,380.5,147541.34,  ,199,N ,N ,Y ,N 
INDOMETHACIN ,INDOMETHACIN ,118529,366049,411917.2,7296526.61,193060,  ,269029,307114.4,5239835.70,  ,148531,N ,N ,Y ,N 
INFANRIX DTAP ,"DIPH,PERTUSS(ACELL),TET PED/PF ",220,443,445,16232.16,433,  ,397,399,14533.76,  ,388,N ,N ,N ,N 
INFUMORPH ,MORPHINE SULFATE/PF ,26,118,123.7,28819.43,39,  ,80,80,17611.32,  ,18,Y ,N ,N ,N 
INLYTA ,AXITINIB ,1245,7263,7382.3,72246350.30,1550,  ,5930,6022.8,58544518.60,  ,1259,N ,N ,N ,N 
INNOPRAN XL ,PROPRANOLOL HCL ,1194,5140,8682.9,3723380.98,1154,  ,4161,7358.5,3118438.60,  ,965,N ,N ,N ,N 
INSPRA ,EPLERENONE ,358,1506,2434.6,550041.77,334,  ,1365,2205.6,505936.24,  ,295,N ,N ,N ,N 
INSULIN PEN NEEDLE ,"NEEDLES, INSULIN DISPOSABLE ",191,441,738.4,9526.86,191,  ,314,569.2,7194.95,  ,138,N ,N ,N ,N 
INSULIN SYRINGE ,"SYR W-NDL,INS 0.3 ML HALF MARK ",14879,41976,62833.5,1251256.20,16403,  ,31665,48695.7,943077.03,  ,12416,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",87644,421090,658946.9,11133336.25,148837,  ,325487,523206.1,8670610.08,  ,113379,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",144233,1237360,1892549.6,33369824.62,381868,  ,939245,1476700.5,25448188.48,  ,287577,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",145587,1160897,1798722.9,31327657.77,371194,  ,786992,1262346.3,21248936.78,  ,254616,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRINGE W-NDL, DISP,INSUL,2 ML ",16,34,44.2,957.54,17,# ,,,,# ,,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRINGE W-NDL, DISP., INSULIN ",57,269,289.5,4308.92,93,  ,168,176.8,2518.01,  ,61,N ,N ,N ,N 
INSULIN SYRINGE ,"SYRINGE W-O NEEDL,INSULIN,1 ML ",237,493,621.1,7560.02,242,  ,354,452.8,5278.05,  ,173,N ,N ,N ,N 
INSUMED ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",33,175,186.2,3944.92,49,  ,124,132.7,2691.33,  ,38,N ,N ,N ,N 
INSUPEN ,"NEEDLES, INSULIN DISPOSABLE ",2609,10490,14070.4,206071.04,3494,  ,7448,10168,144180.64,  ,2429,N ,N ,N ,N 
INTEGRA SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",35,456,465.2,15997.43,91,  ,261,268.1,8882.22,  ,60,N ,N ,N ,N 
INTEGRA SYRINGE ,"SYRINGE,SAFETY W-NDL,1 ML ",89,112,193.3,849.52,91,  ,79,140.9,643.60,  ,67,N ,N ,N ,N 
INTELENCE ,ETRAVIRINE ,5747,105313,111107.8,104217171.86,12335,  ,19587,21573.5,20064989.25,  ,2305,N ,N ,N ,N 
INTERMEZZO ,ZOLPIDEM TARTRATE ,1784,5585,6373.3,1411320.83,1742,  ,3642,4288.2,945953.08,  ,1247,N ,N ,Y ,N 
INTRALIPID ,FAT EMULSIONS ,773,13756,13756.1,3391530.17,835,  ,8919,8919.1,2147205.30,  ,540,N ,N ,N ,N 
INTRON A ,"INTERFERON ALFA-2B,RECOMB. ",710,3635,3939.6,5846329.00,916,  ,3022,3274.1,4559052.20,  ,779,N ,N ,N ,N 
INTROVALE ,LEVONORGESTREL-ETHIN ESTRADIOL ,220,297,900.8,29665.78,221,  ,0,0,0.00,  ,0,N ,N ,N ,N 
INTUNIV ,GUANFACINE HCL ,2281,13609,14815.7,4327456.14,2259,  ,1090,1498.2,442670.75,  ,272,N ,N ,Y ,N 
INVANZ ,ERTAPENEM SODIUM ,15859,75383,75406.6,34151938.72,29154,  ,52726,52742.9,23488051.50,  ,22360,N ,Y ,N ,N 
INVEGA ,PALIPERIDONE ,22636,304541,317742.1,282726806.53,38696,  ,47825,50300.1,36570165.31,  ,5226,N ,N ,N ,Y 
INVEGA SUSTENNA ,PALIPERIDONE PALMITATE ,16195,359894,361553.7,540167190.04,43380,  ,31518,31739.1,42399485.47,  ,4014,N ,N ,N ,Y 
INVIRASE ,SAQUINAVIR MESYLATE ,764,6982,7479.3,7064523.23,799,  ,2037,2265.5,2150150.62,  ,239,N ,N ,N ,N 
INVOKAMET ,CANAGLIFLOZIN/METFORMIN HCL ,735,1397,1838.9,531165.92,901,  ,898,1227,349097.44,  ,604,N ,N ,N ,N 
INVOKANA ,CANAGLIFLOZIN ,37061,340743,451297.6,134693506.25,91506,  ,247671,339609.3,100697275.93,  ,67175,N ,N ,N ,N 
IOPIDINE ,APRACLONIDINE HCL ,145,523,577.1,133361.86,265,  ,485,533.4,108409.04,  ,249,N ,N ,N ,N 
IPOL ,"POLIOMYELITIS VACCINE, KILLED ",886,1555,1557,74980.77,1388,  ,1416,1418,68253.90,  ,1268,N ,N ,N ,N 
IPRATROPIUM BROMIDE ,IPRATROPIUM BROMIDE ,94733,893526,1053029.6,23740383.80,328710,  ,794468,944758.2,21396471.54,  ,296876,N ,N ,N ,N 
IPRATROPIUM-ALBUTEROL ,IPRATROPIUM/ALBUTEROL SULFATE ,50358,895317,902723.5,20869549.24,259544,  ,796272,802874.4,18419226.46,  ,234177,N ,N ,N ,N 
IRBESARTAN ,IRBESARTAN ,114016,1500914,2635435.5,61180515.03,293307,  ,1381812,2466218.2,57228179.79,  ,272054,N ,N ,N ,N 
IRBESARTAN-HYDROCHLOROTHIAZIDE ,IRBESARTAN/HYDROCHLOROTHIAZIDE ,42941,333732,585749.8,18254899.71,67538,  ,305574,545750.6,16974078.30,  ,62250,N ,N ,N ,N 
IRINOTECAN HCL ,IRINOTECAN HCL ,141,1173,1179.8,1013665.68,292,  ,966,971,821035.43,  ,246,N ,N ,N ,N 
ISENTRESS ,RALTEGRAVIR POTASSIUM ,11979,339526,357997.9,402830875.86,39519,  ,71390,78239.1,87346305.78,  ,8251,N ,N ,N ,N 
ISONIAZID ,ISONIAZID ,12650,56683,70251.7,547039.55,15914,  ,37185,47171.5,370142.14,  ,10740,N ,N ,N ,N 
ISOPTO ATROPINE ,ATROPINE SULFATE ,39,45,63,1352.89,39,# ,,,,# ,,N ,N ,N ,N 
ISOPTO CARPINE ,PILOCARPINE HCL ,782,2179,2982.1,180999.95,881,  ,2010,2760,167278.66,  ,818,N ,N ,N ,N 
ISOPTO HOMATROPINE ,HOMATROPINE HBR ,31,33,37.6,1436.54,32,  ,18,22.5,828.05,  ,18,N ,N ,N ,N 
ISOPTO HYOSCINE ,SCOPOLAMINE HYDROBROMIDE ,12,13,13,523.32,12,* ,,,,* ,,N ,N ,N ,N 
ISORDIL ,ISOSORBIDE DINITRATE ,1171,4262,6153.7,1808691.34,1097,  ,3730,5454.7,1573878.06,  ,911,N ,N ,N ,N 
ISORDIL TITRADOSE ,ISOSORBIDE DINITRATE ,15,26,31.5,3524.18,14,  ,26,31.5,3524.18,  ,14,N ,N ,N ,N 
ISOSORBIDE DINITRATE ,ISOSORBIDE DINITRATE ,95580,727239,1031232.3,54119360.50,148176,  ,629812,904729.9,47131514.21,  ,126711,N ,N ,N ,N 
ISOSORBIDE MONONITRATE ,ISOSORBIDE MONONITRATE ,33278,222932,312708,3537257.31,40626,  ,198849,281077.3,3170921.97,  ,35700,N ,N ,N ,N 
ISOSORBIDE MONONITRATE ER ,ISOSORBIDE MONONITRATE ,246044,6055646,9297647.9,105716110.49,1101770,  ,5299849,8252589.7,93527382.20,  ,961314,N ,N ,N ,N 
ISRADIPINE ,ISRADIPINE ,4824,25296,44795.9,3342707.40,5029,  ,23713,42642.5,3170855.62,  ,4703,N ,N ,N ,N 
ISTALOL ,TIMOLOL MALEATE ,6988,45089,67118.2,10780769.46,12617,  ,43346,64783.2,10400999.53,  ,12151,N ,N ,N ,N 
ISTODAX ,ROMIDEPSIN ,,28,28,475448.50,,# ,,,,# ,,N ,N ,N ,N 
ITRACONAZOLE ,ITRACONAZOLE ,9194,29812,33548.6,12656288.93,11049,  ,19620,22258.7,7765500.93,  ,7866,N ,N ,N ,N 
IV PREP WIPES ,ALCOHOL ANTISEPTIC PADS ,64,102,179.8,2754.90,59,  ,64,124,1461.16,  ,38,N ,N ,N ,N 
IVERMECTIN ,IVERMECTIN ,246,286,288.3,11154.22,271,  ,195,196.8,6862.60,  ,187,N ,N ,N ,N 
IXEMPRA ,IXABEPILONE ,16,70,70.3,276996.88,21,  ,47,47.3,159775.30,# ,,N ,N ,N ,N 
IXIARO ,JAPANESE ENCEPHALITIS VACC/PF ,165,377,377.9,104163.76,246,  ,359,359.9,99632.76,  ,233,N ,N ,N ,N 
JAKAFI ,RUXOLITINIB PHOSPHATE ,2781,24004,24685.3,218432420.59,3454,  ,22556,23202.2,205008561.51,  ,3229,N ,N ,N ,N 
JALYN ,DUTASTERIDE/TAMSULOSIN HCL ,23871,242894,376172.4,51050494.03,46732,  ,228181,357313.5,48457586.20,  ,44127,N ,N ,N ,N 
JANTOVEN ,WARFARIN SODIUM ,87497,1166632,1577775.1,10267341.08,186156,  ,1054356,1437141,9307823.99,  ,168648,N ,N ,N ,N 
JANUMET ,SITAGLIPTIN PHOS/METFORMIN HCL ,88208,1096565,1598225.6,432720812.54,203545,  ,901990,1345991,362330059.45,  ,168475,N ,N ,N ,N 
JANUMET XR ,SITAGLIPTIN PHOS/METFORMIN HCL ,30213,219169,313206.7,82304863.84,49467,  ,172889,254220.7,66353080.67,  ,39310,N ,N ,N ,N 
JANUVIA ,SITAGLIPTIN PHOSPHATE ,190741,4495964,6393789.7,1775094282.40,789828,  ,3771308,5455987.3,1508318132.90,  ,664797,N ,N ,N ,N 
JARDIANCE ,EMPAGLIFLOZIN ,1337,2615,3454.5,1022809.21,1633,  ,1854,2546.4,752521.71,  ,1176,N ,N ,N ,N 
JENCYCLA ,NORETHINDRONE ,381,1075,1246.9,12305.09,368,* ,,,,* ,,N ,N ,N ,N 
JENTADUETO ,LINAGLIPTIN/METFORMIN HCL ,9877,76824,104883.7,27988939.63,16326,  ,62133,86325.2,22858748.30,  ,13168,N ,N ,N ,N 
JEVTANA ,CABAZITAXEL ,40,189,189,1697661.02,47,  ,154,154,1388523.45,# ,,N ,N ,N ,N 
JINTELI ,NORETHINDRONE AC-ETH ESTRADIOL ,4161,19640,31581.4,1638756.97,4364,  ,15227,25644.2,1316052.05,  ,3511,N ,N ,Y ,N 
JOLESSA ,LEVONORGESTREL-ETHIN ESTRADIOL ,1790,4383,12720,438793.01,1617,* ,,,,* ,,N ,N ,N ,N 
JOLIVETTE ,NORETHINDRONE ,2175,7896,11163.6,221446.71,2067,  ,305,595.3,11444.79,  ,106,N ,N ,N ,N 
JUBLIA ,EFINACONAZOLE ,2672,4837,5607.4,2477025.81,3386,  ,4389,5129.8,2240960.17,  ,3086,N ,N ,N ,N 
JUNEL ,NORETHINDRONE AC-ETH ESTRADIOL ,2220,10277,12399.5,286922.73,2076,  ,120,172.1,4548.77,  ,31,N ,N ,N ,N 
JUNEL FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,4113,18472,22542.5,451043.80,4047,  ,85,127,2578.42,  ,28,N ,N ,N ,N 
JUVISYNC ,SITAGLIPTIN/SIMVASTATIN ,110,205,281,70941.38,109,  ,171,243,60724.86,  ,91,N ,N ,N ,N 
JUXTAPID ,LOMITAPIDE MESYLATE ,246,1992,2000,54690148.52,355,  ,1351,1359,36971132.63,  ,240,N ,N ,N ,N 
K EFFERVESCENT ,POTASSIUM BICARBONATE/CIT AC ,2161,6793,10022.7,225553.70,2211,  ,5880,8837.8,194263.98,  ,1882,N ,N ,N ,N 
K-PHOS NEUTRAL ,PHOSPHORUS #1 ,517,1037,1263,38688.69,517,  ,723,913.8,24739.07,  ,383,N ,N ,N ,N 
K-PHOS NO.2 ,"NA PHOS,M-B/K PHOS,MONOB ",79,239,281.7,14215.71,74,  ,205,247.7,12666.75,  ,59,N ,N ,N ,N 
K-PHOS ORIGINAL ,"POTASSIUM PHOSPHATE,MONOBASIC ",1143,3715,4452.4,109105.70,1174,  ,2901,3543.8,84841.18,  ,930,N ,N ,N ,N 
K-TAB ER ,POTASSIUM CHLORIDE ,14397,234509,613456.1,8424176.82,80899,  ,220758,581719,7912674.14,  ,75938,N ,N ,N ,N 
KADCYLA ,ADO-TRASTUZUMAB EMTANSINE ,54,395,395,2670176.88,63,  ,206,206,1369234.90,  ,36,N ,N ,N ,N 
KADIAN ,MORPHINE SULFATE ,3811,17774,18030.3,15975880.03,3403,  ,5836,5985,3330507.37,  ,1261,Y ,N ,N ,N 
KALBITOR ,ECALLANTIDE ,85,881,881,24164269.19,92,  ,193,193,4067292.99,  ,36,N ,N ,N ,N 
KALETRA ,LOPINAVIR/RITONAVIR ,6455,94735,99510.5,80720207.61,11540,  ,19018,20576.6,16444910.81,  ,2297,N ,N ,N ,N 
KALYDECO ,IVACAFTOR ,114,893,938.2,23700667.37,107,  ,14,20,514424.25,* ,,N ,N ,N ,N 
KAPVAY ,CLONIDINE HCL ,80,246,264.8,79686.12,78,  ,40,52,11441.02,  ,18,N ,N ,N ,N 
KARIVA ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,808,3976,4805.1,170049.82,728,* ,,,,* ,,N ,N ,N ,N 
KAYEXALATE ,SODIUM POLYSTYRENE SULFONATE ,34,39,45,16707.25,33,# ,,,,# ,,N ,N ,N ,N 
KAZANO ,ALOGLIPTIN BENZ/METFORMIN HCL ,998,4304,5608,1463298.17,1246,  ,3551,4723.6,1224237.17,  ,1019,N ,N ,N ,N 
KEFLEX ,CEPHALEXIN ,766,1134,1207.9,294185.22,716,  ,981,1045.2,254163.05,  ,604,N ,Y ,N ,N 
KELNOR 1-35 ,ETHYNODIOL D-ETHINYL ESTRADIOL ,735,4021,5239.8,121565.77,650,  ,55,68.3,1530.16,* ,,N ,N ,N ,N 
KENALOG ,TRIAMCINOLONE ACETONIDE ,3681,8324,8912.3,2556646.36,4802,  ,7160,7666.3,2187816.42,  ,4251,N ,N ,N ,N 
KENALOG-10 ,TRIAMCINOLONE ACETONIDE ,298,510,551.1,11776.34,376,  ,376,413.1,8878.89,  ,296,N ,N ,N ,N 
KENALOG-40 ,TRIAMCINOLONE ACETONIDE ,6089,22088,22439,542003.26,17177,  ,17708,17994.3,425251.45,  ,13779,N ,N ,N ,N 
KEPPRA ,LEVETIRACETAM ,7919,84377,104198.1,82371672.64,10343,  ,25644,35332.7,21769768.11,  ,3779,N ,N ,N ,N 
KEPPRA XR ,LEVETIRACETAM ,2818,26053,32716,22445659.04,3495,  ,8696,12202.2,6118935.49,  ,1349,N ,N ,N ,N 
KERALYT ,SALICYLIC ACID ,87,135,141.3,6343.89,94,  ,87,93.3,3930.72,  ,71,N ,N ,N ,N 
KETEK ,TELITHROMYCIN ,26,60,60,27681.90,31,  ,39,39,13874.35,# ,,N ,Y ,N ,N 
KETOCONAZOLE ,KETOCONAZOLE ,181749,1765598,1848013.4,39196930.45,860714,  ,1313163,1382638.5,29369234.85,  ,676511,N ,N ,N ,N 
KETODAN ,KETOCONAZOLE ,132,197,213.8,69890.74,147,  ,169,179.8,58445.93,  ,128,N ,N ,N ,N 
KETODAN ,KETOCONAZOLE/SKIN CLEANSER #28 ,22,38,40,15768.03,25,# ,,,,# ,,N ,N ,N ,N 
KETOPROFEN ,KETOPROFEN ,15195,99889,118240.6,15202071.39,37816,  ,69834,85283.6,10130325.90,  ,26120,N ,N ,N ,N 
KETOROLAC TROMETHAMINE ,KETOROLAC TROMETHAMINE ,77071,927347,988568.6,22336465.79,543586,  ,807018,863751.3,19888026.61,  ,472662,N ,N ,Y ,N 
KEYTRUDA ,PEMBROLIZUMAB ,,35,35,321701.42,12,# ,,,,# ,,N ,N ,N ,N 
KHEDEZLA ,DESVENLAFAXINE ,38,77,91,15591.37,37,  ,38,50,8392.33,  ,22,N ,N ,N ,N 
KINERET ,ANAKINRA ,400,2234,2573,8004714.44,394,  ,1112,1298.8,3821656.01,  ,199,N ,N ,N ,N 
KINRIX ,"DIPH,PERTUS(ACEL),TET,POLIO/PF ",20,28,28,1987.78,25,# ,,,,# ,,N ,N ,N ,N 
KIONEX ,SODIUM POLYSTYRENE SULFONATE ,27397,91756,98273,5348193.33,49850,  ,72947,78505.6,4196285.29,  ,39358,N ,N ,N ,N 
KLARON ,SULFACETAMIDE SODIUM ,72,89,90,20685.62,72,  ,71,71,16282.74,  ,58,N ,N ,N ,N 
KLONOPIN ,CLONAZEPAM ,3289,10869,12484.6,1945343.58,2976,  ,6242,7409.2,1029696.32,  ,1849,N ,N ,N ,N 
KLOR-CON ,POTASSIUM CHLORIDE ,28425,86472,120854.1,14259147.94,31851,  ,73393,104518.4,12098658.70,  ,26661,N ,N ,N ,N 
KLOR-CON 10 ,POTASSIUM CHLORIDE ,149186,1381397,2216894.9,40260130.05,384396,  ,1188680,1949031.8,34863721.03,  ,330549,N ,N ,N ,N 
KLOR-CON 8 ,POTASSIUM CHLORIDE ,48571,381059,612251,11992112.03,93677,  ,329181,542084.6,10570117.50,  ,81426,N ,N ,N ,N 
KLOR-CON M10 ,POTASSIUM CHLORIDE ,133603,1204587,1751587.7,28761592.34,325303,  ,1053869,1559301.6,25397160.89,  ,283698,N ,N ,N ,N 
KLOR-CON M15 ,POTASSIUM CHLORIDE ,2532,9232,13752.8,345387.68,2420,  ,7606,11710.7,289252.25,  ,2021,N ,N ,N ,N 
KLOR-CON M20 ,POTASSIUM CHLORIDE ,220893,3070735,4647140.7,79690937.55,775215,  ,2604609,4040110.8,68536383.22,  ,658086,N ,N ,N ,N 
KLOR-CON-EF ,POTASSIUM BICARBONATE/CIT AC ,2711,8178,12603.4,282108.51,2799,  ,7302,11486.6,253314.27,  ,2473,N ,N ,N ,N 
KOMBIGLYZE XR ,SAXAGLIPTIN HCL/METFORMIN HCL ,23934,191933,266727.5,73142915.83,38368,  ,159870,226432,61793582.86,  ,31766,N ,N ,N ,N 
KORLYM ,MIFEPRISTONE ,60,402,412,6231613.33,77,  ,163,165,2037678.76,  ,36,N ,N ,N ,N 
KRISTALOSE ,LACTULOSE ,6373,20086,24127.3,6504085.07,7864,  ,14231,17484.4,4405780.68,  ,5771,N ,N ,N ,N 
KRYSTEXXA ,PEGLOTICASE ,16,53,53.4,774449.56,19,  ,21,21.4,298433.87,* ,,N ,N ,N ,N 
KURVELO ,LEVONORGESTREL-ETHIN ESTRADIOL ,293,1218,1568,18152.18,262,* ,,,,* ,,N ,N ,N ,N 
KUVAN ,SAPROPTERIN DIHYDROCHLORIDE ,100,1122,1168.4,16396243.67,135,  ,54,54,697553.71,* ,,N ,N ,N ,N 
KYNAMRO ,MIPOMERSEN SODIUM ,26,125,130.4,2555363.56,31,  ,74,79.4,1558193.09,# ,,N ,N ,N ,N 
L-METHYL-B6-B12 ,METHYL-B12/L-MEFOLATE/B6 PHOS ,11,21,39,2542.01,,# ,,,,# ,,N ,N ,N ,N 
L-METHYLFOLATE ,LEVOMEFOLATE CALCIUM ,,27,27.1,1234.12,,# ,,,,# ,,N ,N ,N ,N 
LABETALOL HCL ,LABETALOL HCL ,133181,1311983,1993202.2,64085764.36,238122,  ,1030302,1632697.8,50022057.55,  ,187338,N ,N ,N ,N 
LAC-HYDRIN ,AMMONIUM LACTATE ,184,250,252.1,8462.01,191,  ,182,184.1,6431.43,  ,146,N ,N ,N ,N 
LACLOTION ,AMMONIUM LACTATE ,2327,12808,12951.6,258681.67,4757,  ,10143,10257.6,205098.62,  ,3835,N ,N ,N ,N 
LACRISERT ,HYDROXYPROPYL CELLULOSE ,1445,5526,7172.3,2830801.67,1757,  ,4633,6129.1,2399692.10,  ,1471,N ,N ,N ,N 
LACTATED RINGERS ,"RINGERS SOLUTION,LACTATED ",1037,4714,4717.6,92811.77,1671,  ,2521,2521.4,39755.37,  ,1330,N ,N ,N ,N 
LACTULOSE ,LACTULOSE ,159557,1573932,1661139.1,28610526.01,436379,  ,1093442,1159577.1,18814943.65,  ,320126,N ,N ,N ,N 
LAMICTAL ,LAMOTRIGINE ,8085,84907,103409.6,71657609.99,9809,  ,18244,25132.4,14439374.58,  ,2605,N ,N ,N ,N 
LAMICTAL (BLUE) ,LAMOTRIGINE ,101,108,112.9,28159.85,102,  ,26,26.7,6944.44,  ,25,N ,N ,N ,N 
LAMICTAL (GREEN) ,LAMOTRIGINE ,147,163,166.5,115655.83,161,  ,68,69.5,49104.43,  ,67,N ,N ,N ,N 
LAMICTAL (ORANGE) ,LAMOTRIGINE ,709,881,917.7,315956.61,861,  ,272,283.2,97569.89,  ,270,N ,N ,N ,N 
LAMICTAL ODT ,LAMOTRIGINE ,2942,16131,18230.5,8688202.50,2806,  ,4226,5021,2018394.65,  ,797,N ,N ,N ,N 
LAMICTAL ODT (GREEN) ,LAMOTRIGINE ,,13,13,7912.66,11,* ,,,,* ,,N ,N ,N ,N 
LAMICTAL ODT (ORANGE) ,LAMOTRIGINE ,162,182,188,63725.16,176,  ,51,52.3,17985.26,  ,51,N ,N ,N ,N 
LAMICTAL XR ,LAMOTRIGINE ,2556,25378,31044.9,27080153.56,3240,  ,6744,9441.4,6512604.93,  ,1028,N ,N ,N ,N 
LAMICTAL XR (GREEN) ,LAMOTRIGINE ,12,12,12.2,7037.80,12,* ,,,,* ,,N ,N ,N ,N 
LAMICTAL XR (ORANGE) ,LAMOTRIGINE ,85,93,96.9,29512.31,88,  ,44,45.7,13827.28,  ,41,N ,N ,N ,N 
LAMISIL ,TERBINAFINE HCL ,216,363,427.6,196320.23,212,  ,266,313.6,141205.38,  ,153,N ,N ,N ,N 
LAMIVUDINE ,LAMIVUDINE ,6218,71729,80822,18458050.09,9692,  ,25379,30102.7,6492032.50,  ,3546,N ,N ,N ,N 
LAMIVUDINE HBV ,LAMIVUDINE ,2542,13017,16751.8,5475934.11,2626,  ,6133,8673.9,2969872.72,  ,1311,N ,N ,N ,N 
LAMIVUDINE-ZIDOVUDINE ,LAMIVUDINE/ZIDOVUDINE ,5176,59701,65747.3,38564352.66,7546,  ,17747,20660.8,12223389.38,  ,2307,N ,N ,N ,N 
LAMOTRIGINE ,LAMOTRIGINE ,148105,3171967,3872975.3,50370696.87,424168,  ,968357,1321327,17673932.36,  ,142605,N ,N ,N ,N 
LAMOTRIGINE ER ,LAMOTRIGINE ,8692,56551,69722.7,32034487.98,10299,  ,18544,25132.7,10113649.13,  ,3687,N ,N ,N ,N 
LANOXIN ,DIGOXIN ,14283,79865,112491.9,6207974.15,16158,  ,74098,105183.2,5836547.02,  ,15052,N ,N ,Y ,N 
LANSOPRAZOL-AMOXICIL-CLARITHRO ,LANSOPRAZOLE/AMOXICILN/CLARITH ,8175,12255,12358.6,5779908.26,11950,  ,9200,9272.1,4345387.13,  ,9001,N ,N ,N ,N 
LANSOPRAZOLE ,LANSOPRAZOLE ,173670,1905890,2959696.6,130345161.01,430287,  ,1510010,2442371.2,105560726.47,  ,348964,N ,N ,N ,N 
LANTUS ,"INSULIN GLARGINE,HUM.REC.ANLOG ",223502,4284173,5407006.5,1725391907.10,787077,  ,3238172,4122241.8,1254356056.50,  ,586543,N ,N ,N ,N 
LANTUS SOLOSTAR ,"INSULIN GLARGINE,HUM.REC.ANLOG ",224710,4441782,6811214.8,2016728436.30,972882,  ,3287056,5185578.5,1451926649.70,  ,728074,N ,N ,N ,N 
LARIN ,NORETHINDRONE AC-ETH ESTRADIOL ,59,170,201.3,4529.76,57,* ,,,,* ,,N ,N ,N ,N 
LARIN FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,599,2107,2647.1,50502.66,564,* ,,,,* ,,N ,N ,N ,N 
LASIX ,FUROSEMIDE ,8848,29750,48057.7,1296778.62,8529,  ,27151,44275.6,1178308.78,  ,7811,N ,N ,N ,N 
LASTACAFT ,ALCAFTADINE ,12200,51420,55520.8,7445703.54,26449,  ,45357,49116.9,6582295.13,  ,23902,N ,N ,N ,N 
LATANOPROST ,LATANOPROST ,131774,6629414,8947365,117512879.53,1258096,  ,6243030,8485593.3,111210987.58,  ,1182399,N ,N ,N ,N 
LATUDA ,LURASIDONE HCL ,33840,509403,530768,399872991.40,87572,  ,77271,81752.6,51436375.08,  ,12648,N ,N ,N ,Y 
LAZANDA ,FENTANYL CITRATE ,86,325,327.2,2359134.31,112,  ,128,129,903333.82,  ,53,Y ,N ,N ,N 
LEENA ,NORETHINDRONE-ETHINYL ESTRAD ,95,447,554.9,13875.68,74,* ,,,,* ,,N ,N ,N ,N 
LEFLUNOMIDE ,LEFLUNOMIDE ,19637,390810,571547.7,20899333.68,77541,  ,285016,431924.2,15641455.36,  ,56873,N ,N ,N ,N 
LESCOL ,FLUVASTATIN SODIUM ,717,2949,4708.3,698643.49,653,  ,2797,4514.9,666285.90,  ,622,N ,N ,N ,N 
LESCOL XL ,FLUVASTATIN SODIUM ,9804,52661,94869.1,17263309.19,10713,  ,50006,90974.7,16536993.42,  ,10245,N ,N ,N ,N 
LESSINA ,LEVONORGESTREL-ETHIN ESTRADIOL ,400,1631,1971.4,37054.87,368,* ,,,,* ,,N ,N ,N ,N 
LETAIRIS ,AMBRISENTAN ,2395,55082,55825.2,396586842.88,6566,  ,34959,35469.2,251853544.11,  ,4204,N ,N ,N ,N 
LETROZOLE ,LETROZOLE ,29435,491652,800230.6,16872094.57,93711,  ,444262,733354.5,15466223.53,  ,84993,N ,N ,N ,N 
